closest_distance_km,relative_velocity_km_s,altitude_difference_km,time_to_closest_sec,priority_difference,collision_risk
14.916,10.419,33.816,565,10,0
11.688,7.777,30.446,1349,0,0
13.198,9.903,0.321,1141,0,0
9.15,6.8,10.912,1984,0,0
12.705,8.751,9.468,2906,1,0
13.52,7.797,13.121,2933,0,0
12.094,5.553,31.128,2160,1,0
13.979,10.533,26.602,1111,6,0
13.38,7.198,18.008,3215,0,0
11.023,7.406,18.328,2399,0,0
13.455,10.173,25.486,954,2,0
12.12,8.631,9.555,1500,0,0
14.675,7.837,32.129,2460,7,0
14.662,9.661,17.537,3317,5,0
11.38,6.341,24.318,2089,0,0
2.546,7.517,45.713,1485,1,0
15.848,6.776,8.816,1938,6,0
11.93,13.126,26.55,2771,0,0
14.228,11.099,18.681,980,4,0
17.17,9.86,27.075,2008,2,0
9.061,7.689,34.485,480,2,0
5.59,6.815,23.334,1096,8,0
11.055,6.637,39.608,1138,0,0
6.179,6.339,17.964,1940,0,0
11.131,7.145,32.053,1785,3,0
14.519,7.613,29.46,2005,2,0
13.685,9.707,46.563,1478,0,0
13.12,7.17,2.718,947,3,0
6.977,6.886,10.585,1484,3,0
2.619,9.103,10.34,2140,0,0
7.808,8.387,13.95,2865,2,0
17.522,8.949,36.017,1971,6,0
9.342,4.279,5.998,1289,1,1
12.889,4.312,31.281,1824,1,0
8.9,5.437,40.6,347,0,0
17.522,9.159,32.905,787,1,0
12.256,7.901,19.01,1277,7,0
6.039,6.581,4.948,2466,0,1
4.406,10.226,3.651,1834,5,0
10.794,11.263,43.622,1077,2,0
16.383,8.758,15.961,2118,0,0
18.999,6.67,18.97,1811,8,0
8.752,8.027,21.257,1936,0,0
8.088,6.686,23.95,1128,4,0
14.057,7.609,33.49,1655,3,0
18.703,6.157,16.296,1167,0,0
9.123,6.285,24.455,983,3,0
13.9,7.182,15.015,2768,2,0
15.447,7.45,26.217,2909,2,0
6.861,8.829,20.216,764,0,0
9.905,7.251,29.014,1224,2,0
3.71,9.75,0.85,2390,0,1
15.548,8.976,4.367,2218,2,0
10.374,7.677,35.889,958,0,0
15.152,6.577,2.895,3066,5,0
11.895,9.68,13.331,3262,2,0
7.555,7.033,36.156,246,4,0
8.605,7.564,21.483,3247,0,0
9.347,5.768,8.856,1154,8,0
11.797,5.554,37.221,1723,0,0
8.324,6.905,5.806,1450,4,0
8.589,9.413,9.56,3127,0,0
16.496,9.803,0.637,1667,2,0
11.769,6.181,44.471,993,2,0
6.877,6.135,11.471,920,0,0
12.478,9.425,49.03,618,2,0
12.248,7.698,25.075,519,1,0
8.207,11.614,1.875,3149,1,0
5.405,7.884,26.506,1431,0,0
9.188,7.647,10.121,2924,6,0
9.907,7.27,42.947,1197,2,0
14.404,5.173,32.856,1709,1,0
11.444,5.624,19.615,1520,0,0
11.026,6.98,43.362,610,1,0
14.016,7.793,6.516,2609,1,0
11.911,8.796,2.34,3043,0,0
15.706,5.865,26.371,1305,3,0
5.369,11.093,39.483,428,4,1
4.871,9.149,23.717,1179,0,0
5.727,7.345,28.267,1975,1,0
16.051,6.463,15.169,2146,2,0
10.531,6.607,13.696,1981,3,0
5.172,8.682,33.784,1381,9,0
16.466,6.081,26.002,1607,0,0
8.224,8.169,36.775,2170,0,1
13.909,9.449,24.273,1212,2,0
11.881,8.563,1.008,1613,3,0
14.62,9.735,53.2,1790,2,0
16.96,9.289,54.89,2583,3,0
14.361,8.013,14.395,1399,0,0
5.753,7.316,36.576,2633,1,0
7.299,9.307,17.266,1991,5,0
7.11,8.493,14.944,1046,0,0
12.082,7.043,26.581,1105,3,0
7.248,8.082,34.619,2241,3,0
14.842,7.491,14.071,911,0,0
12.53,5.958,4.803,954,5,0
14.323,11.352,55.53,2387,0,0
11.444,5.687,27.148,1398,1,0
11.268,4.534,15.93,1273,4,0
6.843,10.203,8.545,1893,2,0
15.485,10.502,12.975,2537,10,0
16.829,7.429,24.738,1099,8,0
15.367,4.506,16.825,2296,0,0
11.765,1.215,4.161,232,3,1
18.07,8.591,33.771,969,1,0
6.833,10.706,32.72,1601,6,0
16.624,6.941,34.834,1485,3,0
9.231,8.528,3.674,1976,5,0
13.79,5.923,29.294,426,1,0
14.711,10.753,25.885,1054,3,0
11.291,8.799,42.005,1392,2,0
15.255,6.702,17.683,442,4,0
13.967,4.577,5.39,2905,4,0
10.675,4.525,24.359,2852,2,0
7.506,8.55,28.367,2972,0,0
9.269,6.49,46.703,1348,2,0
10.511,7.115,34.391,2906,3,0
16.835,6.254,27.697,920,7,0
8.151,9.344,16.098,983,0,0
10.94,5.905,26.724,1968,0,0
17.481,7.18,41.306,1124,0,0
11.132,8.246,46.017,1039,4,0
8.467,8.584,4.665,1376,0,0
13.784,5.937,30.559,1242,5,0
10.584,7.416,7.313,968,5,0
10.984,10.135,43.867,2453,0,0
8.714,7.791,9.15,902,1,0
10.628,7.344,46.138,1423,2,0
2.271,3.764,23.936,871,0,0
3.408,6.175,23.951,2017,0,0
6.501,8.474,16.464,764,2,0
14.161,8.678,30.47,1794,6,0
14.769,7.239,6.527,1894,0,0
11.671,8.78,28.742,1237,2,0
13.504,4.787,52.366,865,2,0
16.916,10.204,20.081,1270,1,0
11.991,7.016,19.655,2977,0,0
6.817,7.764,36.935,1965,3,0
15.733,8.861,7.579,1161,0,0
17.404,7.682,15.201,1089,6,0
8.95,8.706,19.612,2674,1,0
8.438,9.508,5.267,726,0,0
11.852,7.374,21.386,2269,3,0
5.797,9.063,18.684,2806,4,0
5.58,9.863,5.457,1631,2,0
2.527,5.706,21.611,779,4,0
10.176,8.895,20.141,936,0,0
1.811,9.594,8.921,2131,5,1
4.389,7.085,59.212,2685,6,0
2.199,8.365,24.523,1963,0,0
11.073,5.959,27.53,279,5,0
8.289,11.108,51.282,2835,3,0
7.931,3.5,16.678,2937,1,0
3.121,7.722,8.704,1081,0,0
12.78,4.882,3.199,745,1,0
9.077,6.152,17.579,1240,1,0
12.854,5.682,35.12,763,1,0
4.134,6.823,4.079,2171,0,0
15.359,10.487,14.304,1465,1,0
2.975,11.214,16.956,1167,3,0
9.042,5.38,45.198,3190,1,0
11.444,11.762,15.417,2212,0,0
7.822,5.057,31.67,1451,2,0
9.679,5.802,50.569,2161,3,0
15.653,6.75,23.227,1839,0,0
13.305,10.954,49.309,1514,2,0
14.132,5.745,9.947,2145,0,0
11.471,7.893,15.638,2019,0,0
16.512,5.154,24.073,1202,4,0
15.008,8.975,32.52,1079,2,1
11.983,9.195,19.515,701,0,0
19.647,8.193,19.232,1029,0,0
15.198,5.631,23.015,1873,1,0
0.471,6.784,35.263,2119,1,1
2.879,8.904,41.662,2972,9,0
15.043,6.604,10.79,1636,4,0
14.018,7.842,29.989,1713,4,0
9.103,6.961,57.194,1371,1,0
9.024,10.166,29.887,2000,1,0
11.515,6.364,22.3,2580,5,0
16.073,6.512,29.61,577,1,0
8.835,4.39,23.671,2534,0,0
8.148,5.826,2.012,1486,9,0
6.878,8.979,22.123,1821,0,0
12.391,5.241,30.683,902,4,0
10.577,8.279,6.994,2135,1,0
10.055,6.825,18.811,2064,4,0
10.653,8.771,19.13,2244,0,0
13.546,11.056,27.679,1422,0,0
14.654,8.874,36.515,524,2,0
5.369,9.149,8.437,1873,8,1
14.554,7.502,20.623,1595,2,0
10.424,7.265,6.65,1764,1,0
17.632,5.909,26.887,2028,0,0
17.96,8.279,32.925,1041,2,0
7.28,4.481,35.56,419,1,0
15.575,10.261,2.294,1618,0,0
9.338,8.633,2.063,1850,0,0
14.804,4.816,22.208,2453,1,0
10.464,11.966,32.345,1305,2,0
4.165,9.298,8.906,1409,1,0
17.404,10.529,33.415,2866,1,0
12.219,9.567,16.86,486,1,0
6.038,8.015,14.226,2555,0,0
15.457,5.752,9.561,2770,2,0
11.007,5.987,42.323,1425,1,0
14.961,7.526,21.726,1582,9,0
17.034,6.197,21.458,2684,0,0
14.774,4.08,4.722,986,1,0
6.686,5.13,27.015,2741,1,0
12.806,8.703,16.086,1003,2,0
9.279,8.33,35.256,1027,7,0
9.043,7.224,21.457,1319,3,0
8.233,6.04,22.051,771,3,0
5.831,7.943,25.259,1888,0,0
15.193,7.275,29.717,1435,3,0
7.375,8.123,56.883,1277,0,0
14.512,6.21,34.004,2846,0,0
4.328,5.434,1.535,520,2,1
12.192,7.863,17.937,625,0,0
7.932,3.673,29.646,1316,0,0
9.243,7.171,9.598,2364,1,0
10.861,5.575,10.172,1413,2,0
12.563,7.674,27.626,3294,0,0
8.416,5.328,14.491,1930,4,0
7.342,7.792,6.984,1330,0,0
12.964,4.037,9.883,2720,6,0
13.238,8.051,15.127,3304,0,0
14.427,8.26,19.085,1620,1,0
15.295,10.583,33.964,1332,0,1
8.659,7.481,22.41,949,7,0
16.713,8.324,0.715,1554,7,1
4.777,12.15,26.313,919,0,0
8.636,7.762,26.36,394,0,0
7.805,8.948,1.619,2066,0,0
10.067,6.764,9.782,3469,3,0
17.173,5.991,15.25,3063,2,0
7.829,9.841,26.718,1506,3,0
10.291,9.138,31.712,1022,6,0
15.823,8.863,8.432,1629,3,0
9.543,7.429,33.165,1180,1,0
15.573,9.483,14.97,704,0,0
4.108,10.25,38.252,1400,6,0
11.952,8.574,13.193,3308,9,0
11.806,5.132,25.209,1077,0,0
9.296,6.749,26.935,1515,1,0
10.826,7.536,17.179,1738,0,0
11.248,7.446,24.235,1455,0,0
11.944,6.581,21.265,2075,3,0
9.236,9.434,18.852,1417,0,0
12.862,5.308,55.429,2145,7,0
12.761,8.485,18.707,1789,0,0
16.8,9.863,21.804,2639,3,0
8.113,4.83,21.852,2772,0,0
9.757,9.223,5.465,1184,3,0
14.188,5.483,32.182,984,6,0
6.546,8.267,32.749,1667,2,0
7.71,6.585,45.528,1137,0,0
14.031,6.874,33.955,2833,3,0
1.374,2.402,8.908,1128,2,0
10.051,9.58,53.722,1803,1,0
9.625,9.122,5.789,535,3,0
6.728,8.738,46.588,3013,0,0
9.573,7.43,17.651,2255,0,0
14.354,9.968,7.629,1656,0,0
11.389,8.696,14.382,1600,0,0
10.809,8.724,51.105,866,2,0
10.334,9.124,19.651,626,7,0
10.26,6.245,9.291,2385,0,0
16.939,6.993,24.686,1367,0,0
10.867,7.926,3.979,1489,4,0
14.51,11.067,18.606,505,1,0
11.31,4.279,26.493,3328,3,0
16.267,8.314,2.796,917,3,0
10.991,5.309,41.707,1462,3,0
14.84,7.904,4.479,2869,4,0
4.357,7.69,2.184,697,5,0
3.705,8.533,19.791,117,2,1
7.298,7.52,37.691,1649,1,0
9.231,7.975,32.863,1312,7,0
5.421,8.442,33.73,1145,3,1
9.136,6.054,43.629,1036,0,0
8.162,3.177,17.13,764,8,0
8.717,6.329,38.578,1678,5,0
10.986,7.385,32.974,1519,3,0
11.169,6.356,42.528,1598,0,0
9.911,7.038,43.015,1554,0,0
16.215,8.252,8.24,2546,2,0
8.402,6.66,40.145,1329,0,0
13.586,8.085,37.493,1181,9,0
14.294,4.779,33.059,1774,1,0
10.02,7.538,1.803,1424,0,0
7.998,8.899,10.154,2427,1,0
16.074,5.829,33.255,1205,1,0
6.651,10.759,20.772,2456,4,0
12.409,4.727,22.082,1676,5,0
11.053,7.106,1.555,648,0,0
14.04,3.333,27.965,681,0,0
16.317,8.47,46.564,2719,3,0
1.575,5.296,26.435,520,2,1
13.765,6.731,8.881,2234,0,0
5.259,10.931,29.695,2413,2,0
1.709,8.026,7.774,607,0,1
16.351,8.153,17.36,2507,4,1
13.301,6.577,19.659,1282,3,0
12.901,10.925,6.181,1523,1,1
9.775,7.397,48.174,1275,4,0
13.775,9.41,40.745,1222,2,0
12.7,6.334,42.329,334,2,0
10.693,8.516,31.558,1939,5,0
10.43,10.176,10.46,1516,0,0
12.448,6.195,14.515,1433,0,0
15.015,5.494,48.781,2656,0,0
6.296,5.638,22.72,567,0,0
8.502,11.742,5.825,2018,1,0
3.196,6.879,0.496,1333,1,0
16.947,4.509,20.362,2757,1,0
12.793,6.354,23.831,1760,3,0
13.258,7.493,17.242,1480,0,0
0.923,7.873,17.952,1473,0,0
11.202,9.929,30.82,1554,1,0
9.427,5.26,20.408,843,0,0
11.642,7.998,35.262,1471,3,0
7.584,8.96,10.32,1073,1,0
6.088,7.429,38.248,1796,1,0
9.904,8.458,24.154,1577,3,0
19.475,5.713,14.524,1066,2,0
11.978,7.519,50.807,3440,1,0
7.027,7.192,31.639,1468,4,0
9.357,5.42,16.528,860,0,0
5.193,9.083,15.833,1341,5,0
9.484,5.142,25.441,2410,0,0
9.93,7.479,24.02,2137,5,0
9.117,9.221,26.031,1625,5,0
15.466,9.159,43.697,1980,1,0
4.032,5.495,10.537,1708,0,0
9.631,6.246,24.769,2584,0,0
12.367,8.426,38.416,2958,0,0
12.362,5.272,9.799,570,0,0
12.162,6.506,32.621,980,0,0
14.598,10.603,2.681,1200,1,1
17.068,7.37,15.799,451,5,0
10.477,5.261,23.092,1171,7,0
15.416,9.043,24.629,1246,0,0
14.129,7.861,25.927,166,0,0
13.082,7.706,11.75,1678,2,0
7.721,4.876,31.479,1632,2,0
12.552,7.228,26.336,2260,0,0
10.053,8.353,43.159,1287,0,0
9.855,8.991,17.823,1006,1,0
11.743,9.063,28.904,568,0,0
12.373,8.981,31.85,2390,5,0
17.858,5.575,13.604,1346,0,0
9.026,11.589,52.779,2122,0,0
8.289,8.003,3.085,1443,0,0
4.921,6.327,9.09,1423,0,0
4.902,7.416,28.045,3145,2,0
1.765,8.492,21.294,1152,0,1
7.682,5.791,2.523,2101,6,1
2.366,7.568,5.771,2246,0,0
19.941,6.048,32.249,1207,0,0
5.788,6.065,0.855,2424,1,0
3.553,7.026,31.128,2036,3,0
11.282,8.115,20.66,1303,1,0
12.085,7.628,54.031,1212,5,1
2.069,8.486,5.54,1827,1,0
9.383,8.207,7.096,1327,1,0
18.529,5.992,25.063,2403,2,0
13.714,5.475,19.329,1183,5,0
15.327,6.417,45.022,682,7,0
16.46,8.821,30.093,1048,2,0
16.887,8.227,8.833,1387,2,0
15.488,7.542,51.215,1171,0,0
16.699,8.654,12.261,1275,5,0
13.754,10.188,29.699,2862,0,0
10.766,6.591,5.729,818,3,0
10.032,4.316,4.397,1659,0,0
11.159,6.508,8.579,1781,3,0
16.315,8.317,1.032,1614,0,0
4.147,7.809,32.546,424,1,0
13.77,8.001,19.5,1081,1,0
9.59,10.934,12.841,1610,2,0
9.31,7.771,2.507,1343,1,1
9.213,8.46,42.084,1596,0,0
11.466,5.254,24.303,2159,0,0
9.062,9.954,23.362,1992,2,0
17.359,6.74,17.127,1771,0,0
15.732,10.966,49.5,2527,0,0
6.47,9.914,12.418,1650,0,0
12.722,8.385,19.382,1248,1,0
15.424,9.403,8.94,263,0,0
18.568,5.732,29.076,873,0,0
16.194,10.952,18.513,1625,4,0
12.332,6.968,16.46,2604,3,0
5.1,3.866,42.408,982,1,0
10.425,0.761,5.422,397,0,0
12.519,11.823,18.253,1205,3,0
3.959,8.116,35.01,2053,0,0
11.507,9.529,24.62,870,2,0
3.977,5.078,12.043,2037,0,0
19.399,6.714,18.587,889,5,0
14.635,9.056,14.462,894,9,0
2.04,4.393,13.329,1396,1,0
12.927,9.847,29.467,2538,4,0
9.652,5.488,15.001,1062,2,0
9.336,9.49,15.309,2462,0,0
12.612,5.342,39.739,1403,3,0
5.541,9.193,14.356,606,1,0
7.842,7.827,6.219,2414,5,0
17.093,7.342,37.575,2357,5,0
11.654,7.761,13.615,1713,2,0
12.45,10.753,45.493,643,0,0
12.153,7.985,18.488,1048,4,0
15.035,8.557,20.399,264,0,0
2.937,9.355,10.746,2193,4,0
11.356,10.909,17.708,2250,1,0
13.164,6.791,1.323,1245,3,0
6.617,5.336,30.927,2806,2,0
7.397,10.268,2.891,1030,6,0
12.524,6.361,34.356,2208,2,0
7.596,6.249,39.807,927,8,0
6.936,6.681,16.861,2301,3,0
8.244,5.341,7.334,982,1,0
7.017,7.418,12.485,2447,3,0
14.393,6.743,9.826,1664,1,0
12.607,3.967,3.763,1119,0,0
10.085,6.682,8.671,853,3,0
8.962,8.144,17.996,953,0,0
12.77,4.944,32.331,1334,8,0
13.961,10.371,30.026,1306,3,0
9.26,2.522,22.753,3150,1,1
2.609,10.016,34.56,1072,3,1
2.143,6.304,30.029,1427,1,0
6.468,6.157,6.331,935,6,0
10.97,6.108,33.314,959,3,0
11.092,7.608,27.81,1325,5,0
7.139,4.956,11.277,1899,0,0
3.724,7.46,28.577,2157,6,1
4.297,8.894,37.447,1531,1,0
9.908,9.299,14.831,1325,0,0
12.39,10.041,17.111,846,0,0
12.102,3.769,6.83,1148,0,0
5.809,4.921,33.745,2270,3,0
10.06,6.271,2.447,993,1,1
13.24,4.023,18.255,1778,0,0
9.556,10.723,19.591,641,0,0
17.979,8.497,34.781,1245,1,0
3.66,8.283,12.467,1150,2,0
7.77,7.021,9.485,3179,7,0
9.012,4.68,1.838,2883,1,0
16.218,6.984,14.228,1093,1,0
10.794,8.433,29.475,921,4,0
3.461,4.34,34.082,1597,3,0
7.62,8.51,14.465,935,2,0
10.398,10.826,25.33,2151,2,0
6.642,8.384,21.003,2452,2,0
4.967,6.069,25.43,2639,0,0
8.688,6.129,13.93,336,5,0
12.499,8.247,47.723,2345,1,0
3.424,5.725,52.946,2290,2,0
11.137,8.185,49.457,549,2,0
17.535,9.983,16.705,1494,6,0
11.947,4.673,19.615,843,0,0
6.52,8.164,55.013,2170,6,0
12.459,8.373,39.31,410,2,0
6.766,6.719,14.644,3494,0,0
3.417,6.596,3.303,2109,3,1
15.543,11.009,21.901,1213,0,0
9.274,7.129,24.062,1357,3,0
8.456,4.395,41.33,1789,2,0
13.793,6.706,12.096,2118,2,0
9.341,7.782,17.401,2474,2,1
17.957,3.839,27.76,3096,3,0
12.349,5.105,26.967,2091,6,0
10.971,9.534,40.136,2175,10,0
3.66,11.238,25.165,1885,3,0
10.137,8.126,8.603,2006,2,0
13.085,9.567,26.031,799,0,0
5.099,7.451,38.441,1311,1,1
2.777,8.735,12.151,1546,4,0
10.887,7.655,4.082,1050,7,0
18.704,8.549,29.026,2868,2,0
5.53,8.361,32.731,3221,2,0
8.384,6.004,31.395,956,2,0
11.151,7.51,19.332,1143,4,0
5.975,7.036,19.972,845,5,0
17.685,7.465,30.445,2632,1,0
11.227,9.239,34.64,1490,7,0
4.37,8.25,13.204,257,2,0
18.011,9.706,13.518,1186,2,0
18.644,8.694,3.235,1068,2,0
3.559,9.238,10.851,2331,2,0
16.828,8.987,36.477,1301,2,0
13.437,3.375,35.343,1005,5,0
6.69,8.263,8.802,1643,0,0
17.028,2.242,7.329,2001,0,0
8.27,4.499,14.175,2030,3,0
8.803,8.597,32.242,2167,3,0
14.929,9.448,31.993,2027,0,0
5.774,5.022,46.939,1994,0,0
9.261,6.965,12.347,1161,1,0
5.149,8.55,17.967,3248,0,0
11.564,7.142,38.562,1640,0,0
12.095,10.498,34.722,1004,0,0
4.058,6.976,36.299,1912,3,1
2.687,7.356,1.258,861,9,0
7.177,8.084,32.106,1476,4,0
7.229,2.021,0.026,2440,2,1
11.969,9.348,1.282,1505,5,0
13.69,8.518,38.999,2033,1,0
11.35,10.419,24.63,2896,4,0
11.328,8.521,34.401,2976,2,0
13.407,7.928,31.897,1431,4,0
10.047,6.919,19.6,1299,1,0
8.753,9.866,21.747,3073,1,0
0.987,10.377,14.209,1844,4,1
4.504,12.874,18.762,1336,1,0
5.925,9.079,10.496,808,0,0
9.631,8.373,32.113,1353,0,0
14.969,6.509,6.591,869,0,0
12.315,9.366,25.222,361,2,0
9.752,7.489,19.844,1496,1,0
3.678,6.343,6.473,1432,0,0
9.391,8.545,32.898,115,5,0
12.551,10.269,21.879,1546,1,0
13.514,8.373,26.206,1824,2,0
5.771,8.285,27.637,1609,1,1
7.498,5.309,7.058,1096,1,0
3.641,5.836,29.893,2084,4,0
8.354,9.489,11.334,1837,3,0
12.564,7.358,44.881,2468,2,0
11.988,9.849,10.339,1272,0,0
9.296,6.017,31.929,2439,6,0
12.145,6.546,9.204,2014,0,0
7.169,6.592,13.875,1179,3,0
10.83,6.901,9.127,1831,3,0
9.596,10.04,32.731,830,7,0
7.166,6.767,6.011,1413,3,0
9.672,11.577,20.151,1895,0,0
11.497,7.939,16.814,975,4,0
17.664,5.655,12.994,1446,3,0
4.754,7.289,14.141,1180,1,0
13.032,9.247,7.827,2173,2,0
8.497,6.958,27.494,1943,3,0
12.073,7.475,5.762,1827,1,0
17.291,9.951,24.08,783,7,0
3.664,7.091,15.083,1089,1,0
10.628,8.26,6.594,1234,1,1
16.441,10.144,36.0,999,1,0
16.415,9.905,27.216,1221,3,0
5.873,7.672,5.007,2089,7,0
9.101,3.515,31.857,1815,3,0
10.165,8.497,50.574,1112,2,0
9.89,7.65,36.682,643,4,0
4.68,8.224,39.737,1391,0,0
9.204,4.288,8.45,1806,0,0
4.958,5.181,3.526,2827,3,0
11.781,10.165,9.593,3031,8,0
14.79,8.222,8.744,2333,1,0
9.105,8.397,31.318,2035,1,0
13.501,6.638,36.198,2338,0,0
17.776,5.126,36.577,1019,8,1
10.778,7.199,27.817,557,3,0
9.44,7.283,6.171,1181,3,0
15.404,3.87,10.577,524,3,1
15.648,9.802,31.158,2323,0,0
18.12,7.287,26.094,3281,0,0
8.939,6.731,40.648,2771,8,0
4.605,11.196,19.648,1675,0,0
13.937,8.007,33.493,2756,1,0
2.116,11.383,9.013,3522,4,0
12.985,8.032,27.205,2628,4,0
10.036,6.387,33.93,2549,1,0
5.612,4.083,27.891,1628,0,0
5.686,7.696,26.725,1140,0,0
14.358,7.675,36.109,1585,2,0
9.854,9.522,15.752,1579,0,0
14.335,9.811,12.088,2997,0,0
11.351,5.515,27.281,939,7,0
13.282,5.688,3.461,2455,1,0
14.612,2.965,34.799,1635,1,0
10.328,8.952,41.997,878,0,0
11.029,7.897,30.899,1823,0,1
11.131,6.835,9.285,2080,0,0
6.475,8.34,42.123,2276,0,0
5.464,4.831,37.01,1712,3,0
2.27,8.312,21.849,2581,1,0
6.483,8.346,48.204,778,1,0
10.274,8.631,27.283,1159,8,0
17.467,8.062,11.982,1177,4,0
0.148,5.719,8.415,671,4,1
11.175,8.418,18.292,1662,5,0
8.716,8.393,37.187,934,0,0
18.59,9.622,19.071,613,0,0
8.048,6.716,22.639,1074,5,0
5.442,8.467,27.512,657,5,0
8.07,11.935,22.543,3026,4,0
10.931,8.145,12.139,778,0,0
5.881,4.878,24.584,994,0,0
12.317,8.125,24.437,1321,2,0
14.746,5.957,22.611,370,2,0
4.784,10.515,27.337,2280,3,0
7.756,10.83,5.905,2381,0,0
6.031,10.394,35.905,2837,4,0
3.927,10.369,8.434,2373,7,0
10.546,7.305,24.819,1759,9,0
7.785,11.527,9.36,997,1,0
13.156,5.524,19.356,2411,2,0
3.486,9.344,16.628,1515,1,0
13.055,8.399,19.343,856,2,0
14.243,4.781,20.939,1081,0,0
11.913,10.935,22.688,979,2,0
4.799,10.099,21.761,502,0,0
9.13,6.409,24.734,3022,0,0
15.993,4.981,18.327,1194,2,0
14.996,9.304,34.347,2333,1,0
12.368,6.193,7.529,1211,1,0
4.736,9.814,28.131,1703,7,0
3.579,10.234,33.591,2691,2,0
8.925,10.799,28.27,785,1,0
2.969,8.21,37.455,234,1,0
11.211,8.753,6.414,2530,5,0
11.0,10.149,11.75,1110,0,0
9.237,7.275,4.707,566,1,0
13.715,8.416,8.494,2718,1,0
13.158,8.027,29.921,2498,4,0
7.593,7.095,11.943,1109,2,0
13.516,6.175,4.636,974,1,0
10.946,5.14,13.471,810,3,0
8.001,6.612,11.246,1001,1,0
9.454,4.769,35.587,2515,1,0
10.387,8.312,9.627,3099,0,0
14.911,5.952,1.617,333,3,0
11.538,6.694,1.155,918,0,0
13.538,11.089,24.932,1377,2,0
4.604,7.945,2.198,1937,7,1
8.364,6.736,17.192,2965,1,0
15.428,8.616,47.991,1328,1,0
11.642,13.065,0.987,1803,0,0
12.641,9.956,27.976,2097,1,0
9.547,8.978,47.966,2237,0,0
16.052,4.281,51.127,704,1,0
15.047,5.817,38.05,1524,1,0
5.848,9.46,31.883,1713,4,0
0.492,9.001,14.127,362,2,1
9.953,9.082,6.468,3036,6,0
3.069,5.024,16.56,2384,0,0
11.47,8.439,15.805,1804,4,0
9.683,7.96,19.834,1002,0,0
11.076,9.319,49.589,211,0,0
5.75,8.014,13.62,2135,1,0
12.439,9.852,27.973,522,0,0
13.064,9.446,31.52,1653,3,0
8.217,7.977,15.106,841,0,0
15.512,10.175,37.727,1900,1,0
12.599,5.247,2.479,2773,0,1
13.977,7.571,42.846,2257,7,0
13.127,9.832,20.822,1136,3,0
12.546,5.003,23.833,2322,2,0
8.855,6.43,7.799,2905,0,0
9.8,9.741,4.815,1569,0,0
14.495,7.167,22.779,1998,1,0
0.297,3.773,40.209,2272,1,1
11.866,7.352,10.423,348,1,0
14.44,5.205,16.214,1600,0,0
14.364,8.799,5.161,2165,2,0
11.501,10.458,44.024,2868,1,0
3.848,7.941,20.829,1208,2,0
8.917,6.23,11.129,2481,5,0
10.843,9.004,7.676,2011,2,0
14.675,8.591,29.186,429,9,0
12.681,5.778,4.303,1538,3,0
13.228,8.903,32.763,1607,2,0
14.988,8.255,18.719,1971,1,0
11.406,7.098,30.528,449,3,0
13.411,7.486,8.541,1248,4,0
14.189,5.845,19.065,2823,0,0
7.856,5.718,1.937,2931,5,0
5.547,8.957,2.474,2390,1,0
11.061,5.341,27.367,775,3,0
12.902,6.213,14.214,885,0,0
4.962,9.997,31.916,2367,5,0
9.422,8.366,5.262,1972,3,0
11.395,9.874,5.887,2231,1,0
13.439,4.751,10.122,2145,0,0
10.503,7.948,16.719,1696,3,0
5.345,7.792,14.613,900,4,0
13.505,4.482,21.468,778,9,0
11.035,7.316,13.716,2679,0,0
2.181,10.658,19.309,2759,0,0
6.809,7.557,0.833,584,6,0
4.831,7.122,43.529,657,0,0
13.889,9.223,24.915,906,2,1
9.891,9.609,10.978,1287,1,0
1.731,4.125,21.525,820,1,0
6.04,6.867,26.687,1948,0,0
5.284,6.4,28.093,1227,4,0
14.381,9.709,10.106,1245,5,0
8.319,9.328,10.039,974,0,0
15.727,4.113,50.927,2456,1,0
12.502,8.344,11.797,1430,1,0
15.789,10.004,38.502,1049,2,0
13.768,5.517,33.689,2864,1,0
7.848,7.656,1.126,1527,0,0
2.889,4.55,34.085,1359,10,0
10.438,5.4,26.423,1332,2,0
9.986,7.932,14.475,178,0,0
8.221,11.187,8.842,2982,0,0
18.556,7.129,42.87,2286,0,0
18.303,6.55,26.081,1762,9,0
6.208,5.18,47.769,1857,0,0
9.6,8.043,33.367,1249,3,0
14.958,3.058,22.304,878,3,0
13.139,8.94,17.969,2224,2,0
2.648,5.123,12.819,2583,2,0
12.301,6.729,1.508,1147,5,0
10.253,4.013,10.899,882,0,0
7.012,7.031,8.571,312,1,0
15.692,8.977,3.449,1831,9,0
13.391,6.279,12.338,2676,0,0
6.917,7.176,20.881,600,1,0
17.247,8.707,41.502,2781,7,0
15.084,11.987,11.42,1834,0,0
12.262,10.06,23.456,440,0,0
15.345,7.823,39.114,966,0,0
9.072,4.359,14.468,2306,0,0
4.983,5.764,3.791,2603,3,0
14.598,8.361,5.914,1039,0,0
11.277,7.47,47.612,2018,1,0
13.012,6.32,22.588,570,0,0
14.858,7.653,53.577,2304,0,0
12.756,4.585,4.306,1417,3,0
11.214,5.815,1.008,3148,1,0
9.692,10.555,37.072,3322,8,0
10.638,6.964,7.03,2716,6,0
11.861,9.635,23.439,2933,0,0
5.357,7.886,36.363,1048,1,0
10.316,4.461,0.681,1888,5,0
13.502,5.045,38.044,797,2,0
12.756,6.52,31.326,960,5,0
8.621,5.659,52.86,2320,6,0
